text,rating,clean_text,sentiment
bagusss banget apk nya memudahkan untuk membeli barang barang anti ribet,5,bagusss banget apk nya memudahkan untuk membeli barang barang anti ribet,Positif
"Alhamdulillah tepat waktu,kurirnya ramah-ramah",5,alhamdulillah tepat waktukurirnya ramahramah,Positif
"Sgt bagus aku suka,dan murah""slalu dapat bonus, pengiriman cepat, kualitas bahan pun bagus",5,sgt bagus aku sukadan murahslalu dapat bonus pengiriman cepat kualitas bahan pun bagus,Positif
Memuaskan 👍👍👍,5,memuaskan,Positif
Ok,5,ok,Positif
gk bisa di buka,3,gk bisa di buka,Netral
Ok ok,5,ok ok,Positif
shopee the best,5,shopee the best,Positif
Shopee memang yang terbaikkk,5,shopee memang yang terbaikkk,Positif
Kurir yang menggantarkan paket suka gak jelas di status sedang dalam perjalanan ke rumah tapi di tugu tungguin gak datang datang jadi buang buang waktu buat tungguin paket nya.,3,kurir yang menggantarkan paket suka gak jelas di status sedang dalam perjalanan ke rumah tapi di tugu tungguin gak datang datang jadi buang buang waktu buat tungguin paket nya,Netral
Mohon Perbaikan Delvepor,3,mohon perbaikan delvepor,Netral
"Sangat membantu,produk2 yg tidak bisa dijangkau langsung",5,sangat membantuproduk yg tidak bisa dijangkau langsung,Positif
mantap memudahkan belanja online,5,mantap memudahkan belanja online,Positif
Pelayanan nya gercep dan sangat baik sekali,5,pelayanan nya gercep dan sangat baik sekali,Positif
Ok,4,ok,Positif
Lumayan buat gratis ongkir,5,lumayan buat gratis ongkir,Positif
Bagus wehh co trs aku😂,5,bagus wehh co trs aku,Positif
"Kenapa sih , aku gk bisa menggunakan tongkat ajaib di shopee tanam , apakah eror, mohon diperbaiki!!!!, terimakasih🙏🙏🙏",1,kenapa sih aku gk bisa menggunakan tongkat ajaib di shopee tanam apakah eror mohon diperbaiki terimakasih,Negatif
Semoga kedepan nya Lebih Baik lagi. Terus Jaya dan Sukses.!!,5,semoga kedepan nya lebih baik lagi terus jaya dan sukses,Positif
Bagusss,5,bagusss,Positif
"Good,baik",5,goodbaik,Positif
"banyak psnan promo yg dibatalkan oleh pihak sopi Juga ttg spinjam masuknya lamaaa se enak udel dia suka telat , padahal kl kita yg telat byr tagihannya udh kena denda. Adil gak tuh🥴",2,banyak psnan promo yg dibatalkan oleh pihak sopi juga ttg spinjam masuknya lamaaa se enak udel dia suka telat padahal kl kita yg telat byr tagihannya udh kena denda adil gak tuh,Negatif
Sangat membantu,5,sangat membantu,Positif
Bagus sekali,5,bagus sekali,Positif
Mntp aplikasi belanja online terbaik,5,mntp aplikasi belanja online terbaik,Positif
Pesanan selalu cepat smpai,5,pesanan selalu cepat smpai,Positif
Puas dan TDK mengecewKan,5,puas dan tdk mengecewkan,Positif
SEENAKNYA MENGURANGI DANA PENGHASILAN ORANG DENGAN ALASAN YG TIDAK MASUK AKAL .,1,seenaknya mengurangi dana penghasilan orang dengan alasan yg tidak masuk akal,Negatif
"Belanja apapun jadi mudah,jika ada salah kirim,komplain lebih mudah tanpa ribet",5,belanja apapun jadi mudahjika ada salah kirimkomplain lebih mudah tanpa ribet,Positif
Baik,5,baik,Positif
Belanja melalui shopee banyak pilihannya,5,belanja melalui shopee banyak pilihannya,Positif
Terlalu banyak notifikasi gak penting. Pelit koin juga,1,terlalu banyak notifikasi gak penting pelit koin juga,Negatif
tolong gratis ongkirnya gak lebih sering lg,5,tolong gratis ongkirnya gak lebih sering lg,Positif
Saya sangat senang dan puas berbelanja di shopee,5,saya sangat senang dan puas berbelanja di shopee,Positif
toko online terpercaya,4,toko online terpercaya,Positif
Saya mau belanja tp gk bisa kenapa ya minta maaf terus malah mau nge blokir.,1,saya mau belanja tp gk bisa kenapa ya minta maaf terus malah mau nge blokir,Negatif
bagus,5,bagus,Positif
Good job shopee🔥👍🏻,5,good job shopee,Positif
bgus,5,bgus,Positif
aplikasi yg cukup bagus,4,aplikasi yg cukup bagus,Positif
Terbaikkkkk,5,terbaikkkkk,Positif
Ok,5,ok,Positif
Bnyk produk yg discon,5,bnyk produk yg discon,Positif
Sangat membantu,5,sangat membantu,Positif
pelayanan costumer service buruk kurang memuaskan tolong di ganti aja yg bagian costumer service,1,pelayanan costumer service buruk kurang memuaskan tolong di ganti aja yg bagian costumer service,Negatif
Mangtafh,5,mangtafh,Positif
"Terima kasih spinjam n shopeepay saya sudah bisa di gunakan lagi, jaya terus untuk Shopee",5,terima kasih spinjam n shopeepay saya sudah bisa di gunakan lagi jaya terus untuk shopee,Positif
"Woy,w g bsa check out, padahal udh ngisi lengkap+ pke promo jg, trs bsnya lgi w g bsa check out karena kemarin udh pke promonya,tpi yg w masalahin,barang yg w check out kemarin kgk ada di dalam kemas 💔",1,woyw g bsa check out padahal udh ngisi lengkap pke promo jg trs bsnya lgi w g bsa check out karena kemarin udh pke promonyatpi yg w masalahinbarang yg w check out kemarin kgk ada di dalam kemas,Negatif
Saya belum tahu aplikasi ini bangus atau tidak jadi saya coba dulu ya,4,saya belum tahu aplikasi ini bangus atau tidak jadi saya coba dulu ya,Positif
mantap,5,mantap,Positif
"Mantab,sayangnya ga punya uang buat belanja",5,mantabsayangnya ga punya uang buat belanja,Positif
Spx nya ampas payah lwlet,1,spx nya ampas payah lwlet,Negatif
Semoga berkah rezekinya selalu dalam lindungan Allah swt,5,semoga berkah rezekinya selalu dalam lindungan allah swt,Positif
Slalu terbaik,5,slalu terbaik,Positif
Tambahin fitur agar bisa bayar lewat Qris min,4,tambahin fitur agar bisa bayar lewat qris min,Positif
Iklannya ganggu banget,1,iklannya ganggu banget,Negatif
Mantappp,5,mantappp,Positif
Mantap surantap,5,mantap surantap,Positif
Membantu,5,membantu,Positif
"Kurir SPX kinerja BURUK, respon shopee LAMBAT, hati2 ya untuk yang lain",1,kurir spx kinerja buruk respon shopee lambat hati ya untuk yang lain,Negatif
Untuk keseluruhan sudah bagus. Tingkatkan & pertahankan. Untuk jasa pengiriman tolong diperbaiki (khususnya shopee express) karena seringkali pesanan terlambat datang dan bahkan tidak bergerak berhari hari,5,untuk keseluruhan sudah bagus tingkatkan pertahankan untuk jasa pengiriman tolong diperbaiki khususnya shopee express karena seringkali pesanan terlambat datang dan bahkan tidak bergerak berhari hari,Positif
"Bagus, keren, murah meriah",5,bagus keren murah meriah,Positif
Bagus,4,bagus,Positif
"Untuk sekarang apk shopee cuma buat game nya ajja karena klw belanja suka tidak tepat sm estimasi tiba , suka di rubah menjadi pengiriman nya lebih lama",1,untuk sekarang apk shopee cuma buat game nya ajja karena klw belanja suka tidak tepat sm estimasi tiba suka di rubah menjadi pengiriman nya lebih lama,Negatif
"Udah tidak gratis ongkir , aplikasi tiba tiba leg",2,udah tidak gratis ongkir aplikasi tiba tiba leg,Negatif
"Makin lama pake aplikasi shopee kenapa makin lemot ya. Semakin banyak scroll, semakin banyak buka produk, semakin nge freeze nih hp. Tidak seperti aplikasi shopee awal awal dulu.",2,makin lama pake aplikasi shopee kenapa makin lemot ya semakin banyak scroll semakin banyak buka produk semakin nge freeze nih hp tidak seperti aplikasi shopee awal awal dulu,Negatif
Parah sih,1,parah sih,Negatif
"Silahkan belanja di shopee tapi Jangan pakai spaylater , shopee hanya pihak ke 3 antara anda dan spaylater shopee tidak bertanggungjawab atas masalah anda dengan spaylater. Jika ada masalah sama spaylater lama penanganannya . Saya tidak merekomendasikan anda pakai spaylater. Jangan sampai anda menyesal dikemudian hari.",1,silahkan belanja di shopee tapi jangan pakai spaylater shopee hanya pihak ke antara anda dan spaylater shopee tidak bertanggungjawab atas masalah anda dengan spaylater jika ada masalah sama spaylater lama penanganannya saya tidak merekomendasikan anda pakai spaylater jangan sampai anda menyesal dikemudian hari,Negatif
Apk gak jelas ongkir mahal,1,apk gak jelas ongkir mahal,Negatif
Baik,5,baik,Positif
"Aplikasinya sangat membantu,pokoknya ok ....",5,aplikasinya sangat membantupokoknya ok,Positif
Luar biasa pemakaian kacamata yg sdh aku Terima kemarin. Langsung beri 5 bintang.atau reting. Gitu,5,luar biasa pemakaian kacamata yg sdh aku terima kemarin langsung beri bintangatau reting gitu,Positif
Makasih aplikasinya sangat membantu dan memudahkan orang semoga kedepannya makin bagus semangat.,5,makasih aplikasinya sangat membantu dan memudahkan orang semoga kedepannya makin bagus semangat,Positif
"Shopee memudahkan belanja dengan berbagai promo menarik, Aplikasi Shopee sangat user-friendly dan mudah digunakan.",5,shopee memudahkan belanja dengan berbagai promo menarik aplikasi shopee sangat userfriendly dan mudah digunakan,Positif
bgus dan menyenangkan,5,bgus dan menyenangkan,Positif
payleter nya banyak berapapun belanja mu pasti bisa pakai paylater.sangat membantu makasih shopee,5,payleter nya banyak berapapun belanja mu pasti bisa pakai paylatersangat membantu makasih shopee,Positif
Sangat praktisi,5,sangat praktisi,Positif
Sangat bagus,5,sangat bagus,Positif
Baguss tapi mahall benr,4,baguss tapi mahall benr,Positif
Tolong tingkatkan lagi pelayanan pengirimannya. Khusus yg tidak COD proses pengirimannya sangat lama. Pesanan sy yg biasa hnya smpai 4 hari jadinya 1 minggu lebih... voucher keterlambatan gak ada pengaruhnya sama sekali,4,tolong tingkatkan lagi pelayanan pengirimannya khusus yg tidak cod proses pengirimannya sangat lama pesanan sy yg biasa hnya smpai hari jadinya minggu lebih voucher keterlambatan gak ada pengaruhnya sama sekali,Positif
kenapa pembelian gold selalu gagal?,1,kenapa pembelian gold selalu gagal,Negatif
"BALIKIN SHOPEE KE REAL MARKETPLACE!! Baru buka aplikasinya langsung ke VIDEO2 KAGAK JELAS!!! MACAM EMAK EMAK MAIN FB PROO !! Bikin lag aja kayak video nya bagus aja, video colongan semua",1,balikin shopee ke real marketplace baru buka aplikasinya langsung ke video kagak jelas macam emak emak main fb proo bikin lag aja kayak video nya bagus aja video colongan semua,Negatif
Good,5,good,Positif
Bagus,4,bagus,Positif
"Gila ya, sedot duit orang gak kira2. Apa gak langgar undang2 ini??? Transaksi pakai shopeepay Later 2.733.813. Kelupaan bayar krna biasa bayar pke shopeepay. Eh terlambat 9 hari kena denda 136.691. Gimana gak makin kaya ya shopee? Parah banget. Lintah super ini!!! Makin parah aja. Buka shopee langsung tampilnya orang live. Gila aja. Nyusahin bener ni aplikasi.. Orang mau cek pembelian malah tampilnya orang live.. Bisa gak tampilnya kayak biasa aja???",1,gila ya sedot duit orang gak kira apa gak langgar undang ini transaksi pakai shopeepay later kelupaan bayar krna biasa bayar pke shopeepay eh terlambat hari kena denda gimana gak makin kaya ya shopee parah banget lintah super ini makin parah aja buka shopee langsung tampilnya orang live gila aja nyusahin bener ni aplikasi orang mau cek pembelian malah tampilnya orang live bisa gak tampilnya kayak biasa aja,Negatif
Sayang sekali tdk bisa cod krn saya lupa tdk ambil paket akhirnya dikembalikan berakibat skrg tdk bisa cod,4,sayang sekali tdk bisa cod krn saya lupa tdk ambil paket akhirnya dikembalikan berakibat skrg tdk bisa cod,Positif
Ok,5,ok,Positif
pas mau check out lama amat poke,1,pas mau check out lama amat poke,Negatif
kurirnya kurang ramah banget,2,kurirnya kurang ramah banget,Negatif
tolong diskonya diperbaiki,1,tolong diskonya diperbaiki,Negatif
Sangat bagus,4,sangat bagus,Positif
"untuk metode pembayaran susah karna tidak ada metode e-walet( dana, gopay,ovo,dll) dan metode Qris.",3,untuk metode pembayaran susah karna tidak ada metode ewalet dana gopayovodll dan metode qris,Netral
Ok,5,ok,Positif
Saya sangat suka dengan aplikasi shopee inii,5,saya sangat suka dengan aplikasi shopee inii,Positif
Sangat membantu,5,sangat membantu,Positif
Good,5,good,Positif
Baru pertama,5,baru pertama,Positif
DI PUTER PUTER MULU PAKET KACAWW,2,di puter puter mulu paket kacaww,Negatif
"Belanja lebih mudah, terkadang harga juga lbh murah mkh shopeee",5,belanja lebih mudah terkadang harga juga lbh murah mkh shopeee,Positif
Keseluruhan ok Hanya pitur apk nyaterlalu berat di hp tolong perbaiki,5,keseluruhan ok hanya pitur apk nyaterlalu berat di hp tolong perbaiki,Positif
Ditingkatkan lagi,5,ditingkatkan lagi,Positif
Bagus dan terpercaya,5,bagus dan terpercaya,Positif
"Proses pengiriman sekarang semakin lambatt, dulu hanya waktu 4 hari sampai sekarang 1 Minggu belum sampai",1,proses pengiriman sekarang semakin lambatt dulu hanya waktu hari sampai sekarang minggu belum sampai,Negatif
"Belanja di sopii senang dan murah,,",5,belanja di sopii senang dan murah,Positif
App mantap,5,app mantap,Positif
"aplikasinya sudah sangat bagus, tapi tolong jika paket dalam pengantaran kurir cantumkan nomor kurirnya 🙏",5,aplikasinya sudah sangat bagus tapi tolong jika paket dalam pengantaran kurir cantumkan nomor kurirnya,Positif
mantap,5,mantap,Positif
"Belanjanya amanah pokoknya ok, suka belanja di shopee 👍",5,belanjanya amanah pokoknya ok suka belanja di shopee,Positif
Belum seutuhnya percaya karna terkadang barangnya tidak sesuai dengan apa yg kita harapkan,4,belum seutuhnya percaya karna terkadang barangnya tidak sesuai dengan apa yg kita harapkan,Positif
Semua oke aja la,5,semua oke aja la,Positif
"Spx super lama, pengemasan barang sampai 3 hari masih dikemas. Estimasi kedatangan terus mundur. Mending ke Tokopedia.",1,spx super lama pengemasan barang sampai hari masih dikemas estimasi kedatangan terus mundur mending ke tokopedia,Negatif
keren,5,keren,Positif
Sangat berkualitas,5,sangat berkualitas,Positif
Bagus,5,bagus,Positif
Mantap,5,mantap,Positif
lag,4,lag,Positif
"Sudah bayar tagihan tapi masih saja di tagihkan , suruh bayar 2 kali ya ngga mau lah males.banget !!",1,sudah bayar tagihan tapi masih saja di tagihkan suruh bayar kali ya ngga mau lah malesbanget,Negatif
shopee nya tidak bisa di download,1,shopee nya tidak bisa di download,Negatif
"Ada yg kirim fake order cara penyelesaiany NOL BESARRR,,,LAPOR JUGA PERCUMA TIDAK MEMBANTU SAMA SEKALI",1,ada yg kirim fake order cara penyelesaiany nol besarrrlapor juga percuma tidak membantu sama sekali,Negatif
Besar kepala jadiya sombong,5,besar kepala jadiya sombong,Positif
belanja,5,belanja,Positif
bagus mantap pokoknya okelah👍👍,5,bagus mantap pokoknya okelah,Positif
sangat membantu,5,sangat membantu,Positif
Buka hape shopee susah banget.. Luamaaa bukanya 🥲🥲,3,buka hape shopee susah banget luamaaa bukanya,Netral
Terimah kasih shopee,5,terimah kasih shopee,Positif
Sya sangat suka belanja di shopee,5,sya sangat suka belanja di shopee,Positif
Mantap minn,5,mantap minn,Positif
kok shope gini sih? promonya ga bisa di gunaiin katanya udah di gunakan padahal belum sama sekali,1,kok shope gini sih promonya ga bisa di gunaiin katanya udah di gunakan padahal belum sama sekali,Negatif
Sistem trackingnya bagus,5,sistem trackingnya bagus,Positif
Bagus sekali aplikasinya😀aku suka 🤗,5,bagus sekali aplikasinyaaku suka,Positif
Yes mantap,5,yes mantap,Positif
mantap,4,mantap,Positif
"Udah beberapa kali sering force close kalau lagi pilih-pilih barang, udh coba di hapus cache masih sama, hapus aplikasi juga masih sama😵",3,udah beberapa kali sering force close kalau lagi pilihpilih barang udh coba di hapus cache masih sama hapus aplikasi juga masih sama,Netral
Apl sangat membantu kebutuhan yg kami inginkan,5,apl sangat membantu kebutuhan yg kami inginkan,Positif
"Suka dengan aplikasi ini, cuman masalah retur barang yang bermasalah, proses penjemputan kembali oleh kurir ko lama banget ya.. Sampe berhari2... udah 3 hari lebih ngga di jemput2 pake kargo..",4,suka dengan aplikasi ini cuman masalah retur barang yang bermasalah proses penjemputan kembali oleh kurir ko lama banget ya sampe berhari udah hari lebih ngga di jemput pake kargo,Positif
Bagus dan terpercaya,5,bagus dan terpercaya,Positif
👍👍👍,5,,Positif
Sangat bagus,5,sangat bagus,Positif
"Kecewa pelayanannya gak banget minusssssss banget,mana pengiriman nya lama banget",1,kecewa pelayanannya gak banget minusssssss bangetmana pengiriman nya lama banget,Negatif
Okee,5,okee,Positif
kecewa shopee yg sekarang. paket nyampenya lamaaaa banget,1,kecewa shopee yg sekarang paket nyampenya lamaaaa banget,Negatif
"Tolonglah notifikasinya kurangin jangan tambah banyak, untuk apa juga notifikasi banyak banyak.",1,tolonglah notifikasinya kurangin jangan tambah banyak untuk apa juga notifikasi banyak banyak,Negatif
Shoppy sekarang pengiriman nya jadi cepat terus kualitasnya bagus dan murah murah pokoknya pelayanan yang sangat bagus 😁😁😁,5,shoppy sekarang pengiriman nya jadi cepat terus kualitasnya bagus dan murah murah pokoknya pelayanan yang sangat bagus,Positif
Mantap,5,mantap,Positif
Bagus,5,bagus,Positif
Mitra kerja seperti jasa kirim yg lama dan terkadan kurir yg mengirim tidak sampai pada alamt yg di tuju dengan alasan tdk ad pengantaran ke alamat tersebu..,3,mitra kerja seperti jasa kirim yg lama dan terkadan kurir yg mengirim tidak sampai pada alamt yg di tuju dengan alasan tdk ad pengantaran ke alamat tersebu,Netral
Sesuai dengan keinginan kita puas,5,sesuai dengan keinginan kita puas,Positif
Bagus banget,5,bagus banget,Positif
Terbantu banget dgn adanya shopee,5,terbantu banget dgn adanya shopee,Positif
Tempat belanja online yg sering aku pakai.mantap selalu shoppee,5,tempat belanja online yg sering aku pakaimantap selalu shoppee,Positif
"Wooiii kurirmu kemana? Kabur kah? paket orang kgk diantar². Udh seminggu nih lewat estimasi JANGAN PAKE SPX LAGI , KEMBALIKAN JNT ECONOMY",1,wooiii kurirmu kemana kabur kah paket orang kgk diantar² udh seminggu nih lewat estimasi jangan pake spx lagi kembalikan jnt economy,Negatif
Apl sudah bagus dan tidak ribet cuma terkadang ngebug dan lelet padahal jaringan bagus dan setiap mau checkout barang sering eror ada peringatan kode promo sudah terpakai padahal itu akun baru dan setelah buat akun lagi tetap saja seperti itu sampai berulang ulang membuat tidak mood untuk checkout barang lagi,3,apl sudah bagus dan tidak ribet cuma terkadang ngebug dan lelet padahal jaringan bagus dan setiap mau checkout barang sering eror ada peringatan kode promo sudah terpakai padahal itu akun baru dan setelah buat akun lagi tetap saja seperti itu sampai berulang ulang membuat tidak mood untuk checkout barang lagi,Netral
Sangat ribet terpaksa saya uninstal,1,sangat ribet terpaksa saya uninstal,Negatif
Apk yang sangat membantu untuk berbelanja online 👍,5,apk yang sangat membantu untuk berbelanja online,Positif
Good,4,good,Positif
"memang tempat belanja paling murah dan pembayaran juga banyak metodenya😊tapi menurut saya untuk yang cod untuk lebih teliti dalam pesanannya supaya tidak tertipu seperti saya,karna dari pengalaman saya yang lupa melihat riwayat pesanan saya langsung saya terima dan setelah notifikasi dari shopee baru muncul dan ternyata setelah saya buka ternyata barangnya berbeda.maka untuk teman""jangan pernah menerima paket sebelum ada notifikasi dari shopee nya langsung yaa!",5,memang tempat belanja paling murah dan pembayaran juga banyak metodenyatapi menurut saya untuk yang cod untuk lebih teliti dalam pesanannya supaya tidak tertipu seperti sayakarna dari pengalaman saya yang lupa melihat riwayat pesanan saya langsung saya terima dan setelah notifikasi dari shopee baru muncul dan ternyata setelah saya buka ternyata barangnya berbedamaka untuk temanjangan pernah menerima paket sebelum ada notifikasi dari shopee nya langsung yaa,Positif
toko online paling ga jelas.iklan dmna2..kwalitas barang jelek..penipu,1,toko online paling ga jelasiklan dmnakwalitas barang jelekpenipu,Negatif
"mau sampai kapan spaylater saya di bekukan, ga worthit ini lama lama aplikasi ga jelas",1,mau sampai kapan spaylater saya di bekukan ga worthit ini lama lama aplikasi ga jelas,Negatif
ok,5,ok,Positif
"Dari dulu saya selalu melakukan transaksi di shopee mendapatkan barang sesuai pesanan dan berfungsi. Namun sekali nya beli barang dan barang gagal tidak berfungsi, tidak ada pertanggungan dari pihak shope atau penjual.. parah banget.. gak akan menggunakan app ini lagii .",1,dari dulu saya selalu melakukan transaksi di shopee mendapatkan barang sesuai pesanan dan berfungsi namun sekali nya beli barang dan barang gagal tidak berfungsi tidak ada pertanggungan dari pihak shope atau penjual parah banget gak akan menggunakan app ini lagii,Negatif
sangat membantu sekali,5,sangat membantu sekali,Positif
"memudahkan untuk segala keinginan yang dibutuhkan, belanja hemat dan puas dan pilihan produknya juga beragam. Terimakasih Shopee 🙏",5,memudahkan untuk segala keinginan yang dibutuhkan belanja hemat dan puas dan pilihan produknya juga beragam terimakasih shopee,Positif
Nyaman dibanding toko sebelah riselr nya pada nipu😤....sayang untuk pengirimannya sajah sudah paket exspres tapi masih lama tiba tiba barang nya abis😔,5,nyaman dibanding toko sebelah riselr nya pada nipusayang untuk pengirimannya sajah sudah paket exspres tapi masih lama tiba tiba barang nya abis,Positif
Mntap,5,mntap,Positif
👍👍👍,5,,Positif
Fitur blokir pengguna dihilangkan.,1,fitur blokir pengguna dihilangkan,Negatif
Setelah Update terakhir lumayan kerasa lebih enteng,5,setelah update terakhir lumayan kerasa lebih enteng,Positif
recomended,5,recomended,Positif
Godd,5,godd,Positif
"Aplikasi nya sangat bagus dan memudahkan untuk membeli sesuatu, namun ada yang kurang yaitu saat mengajukan paylater sangat sulit di acc tapi saya cukup puas untuk aplikasi ini",4,aplikasi nya sangat bagus dan memudahkan untuk membeli sesuatu namun ada yang kurang yaitu saat mengajukan paylater sangat sulit di acc tapi saya cukup puas untuk aplikasi ini,Positif
Memuaskan berbelanja di shopee,5,memuaskan berbelanja di shopee,Positif
Suka iklan,1,suka iklan,Negatif
APASIHH NII APK LEMOT BANGET ASLI. UDH PAKE KONEKSI MANAPUN TETEP AJA LOADING GA KELAR².,1,apasihh nii apk lemot banget asli udh pake koneksi manapun tetep aja loading ga kelar²,Negatif
sangat membantu buat belanja online,5,sangat membantu buat belanja online,Positif
"saya suka sama shopee karena bisa mempermudah belanja apapun yg kita mau,,terima kasih shopee semoga sukses selalu🙏🙏",5,saya suka sama shopee karena bisa mempermudah belanja apapun yg kita mauterima kasih shopee semoga sukses selalu,Positif
Baguss bgtt,5,baguss bgtt,Positif
"Sering sekali paket saya terlambat karena alamat tidak lengkap, padahal alamat sudah jelas lengkap.",1,sering sekali paket saya terlambat karena alamat tidak lengkap padahal alamat sudah jelas lengkap,Negatif
Mudah belanja tanpa ribet keluar rumah,5,mudah belanja tanpa ribet keluar rumah,Positif
Jos,5,jos,Positif
Mantul bos,5,mantul bos,Positif
maksa nyuruh beli iklanya ga mau ilang,1,maksa nyuruh beli iklanya ga mau ilang,Negatif
Mantap,5,mantap,Positif
Kenapa saya tidak bisa memesan,3,kenapa saya tidak bisa memesan,Netral
Buat Shopee pengiriman nya agak lambat ngga kaya tiktok shop cepat sampai...waktu pengiriman lambat cek out dari tggl berapa belum juga dikirim cuma di kemaa...... intinya pengiriman nya kurang cepat kalah Sama expres yang lain,2,buat shopee pengiriman nya agak lambat ngga kaya tiktok shop cepat sampaiwaktu pengiriman lambat cek out dari tggl berapa belum juga dikirim cuma di kemaa intinya pengiriman nya kurang cepat kalah sama expres yang lain,Negatif
Shopeeku dihapus anak. Aku instal ulang malah sekarang shopee banyak bgt iklan setiap detik iklan Omg jadi males buka shopee yg sekarang ... Kenapa ini min shopee????,2,shopeeku dihapus anak aku instal ulang malah sekarang shopee banyak bgt iklan setiap detik iklan omg jadi males buka shopee yg sekarang kenapa ini min shopee,Negatif
Mantap,5,mantap,Positif
"tolong aktifin fitur cod saya dong kak, di saya ga bisa cod dikarenakan pengiriman yang gagal beberapa kali padahal kurirnya yang ga nganterin ke alamat saya",5,tolong aktifin fitur cod saya dong kak di saya ga bisa cod dikarenakan pengiriman yang gagal beberapa kali padahal kurirnya yang ga nganterin ke alamat saya,Positif
terbaik Shopee nih beda dari yang lain,4,terbaik shopee nih beda dari yang lain,Positif
"Terima kasih shopee, karena shopee yg terbaik",5,terima kasih shopee karena shopee yg terbaik,Positif
Good,5,good,Positif
Buruk banget masa mau login gak bisa padahal sandi udah bener,1,buruk banget masa mau login gak bisa padahal sandi udah bener,Negatif
Love you...................................:⁠^😘,5,love you,Positif
Barang.a murah n bagus n bisa cod,5,baranga murah n bagus n bisa cod,Positif
the best pokok y👍🥰,5,the best pokok y,Positif
barang jadi bikin murah,5,barang jadi bikin murah,Positif
Membantu meringankan kebutuhan berbelanja🥰,5,membantu meringankan kebutuhan berbelanja,Positif
Satu-satunya aplikasi paling brengsek dalam mengiklankan diri!,1,satusatunya aplikasi paling brengsek dalam mengiklankan diri,Negatif
"sangan membantu, respon cepat",5,sangan membantu respon cepat,Positif
Trimksh,5,trimksh,Positif
"Selamat berbelanja di shopee,",5,selamat berbelanja di shopee,Positif
Ok,5,ok,Positif
Memudahkan membeli produk,5,memudahkan membeli produk,Positif
Mantab,5,mantab,Positif
Sohpee ini selalu menggangu saya nonton makanya saya kasih bintang satu,1,sohpee ini selalu menggangu saya nonton makanya saya kasih bintang satu,Negatif
banyak barang tiruan.,3,banyak barang tiruan,Netral
APLIKASI MAKIN BURUK. TERALU SERING MINTA UPDATE. FUNGSINYA APA SIH,1,aplikasi makin buruk teralu sering minta update fungsinya apa sih,Negatif
Pesanan dibatalkan sepihak oleh shoope,1,pesanan dibatalkan sepihak oleh shoope,Negatif
Mantap akurat cepat Barang sesuai pesanan,5,mantap akurat cepat barang sesuai pesanan,Positif
Mksh shopee sangat membantu kebutuhan saya dirumah keren bngt pokony,5,mksh shopee sangat membantu kebutuhan saya dirumah keren bngt pokony,Positif
Bagus,5,bagus,Positif
Kok sekarang gbs blokir toko ya? Mau blokir2 toko2 yg kurang amanah jadi gabisa,1,kok sekarang gbs blokir toko ya mau blokir toko yg kurang amanah jadi gabisa,Negatif
Pokonya shoope mantap barang orinya keren,5,pokonya shoope mantap barang orinya keren,Positif
Sangat menarik,1,sangat menarik,Negatif
"Kurir nya kocak,marah marah Mulu,mana banyak paket ga nyampe di kontrakan ku",1,kurir nya kocakmarah marah mulumana banyak paket ga nyampe di kontrakan ku,Negatif
Belanja lebih mudah dan pengiriman cepat,5,belanja lebih mudah dan pengiriman cepat,Positif
Baik,5,baik,Positif
Sangat recomendit untuk belanja dan mempermudah bagi yg sibuk bngt.,5,sangat recomendit untuk belanja dan mempermudah bagi yg sibuk bngt,Positif
mantap,5,mantap,Positif
Membantu memenuhi kebutuhan sehari-hari dan mudah menggunakannya,5,membantu memenuhi kebutuhan seharihari dan mudah menggunakannya,Positif
Mantap👍,5,mantap,Positif
"sering ngalamin produk yg dikirim sesuai pesanaan tapi diretur. Alasan berubah pikiran. Kita ngirim keluar tenaga, peking,bensin antar 15menit kesopi expres. sudah sesuuuai paket,minimal kompensasi 30rb.",1,sering ngalamin produk yg dikirim sesuai pesanaan tapi diretur alasan berubah pikiran kita ngirim keluar tenaga pekingbensin antar menit kesopi expres sudah sesuuuai paketminimal kompensasi rb,Negatif
Manta...ok...semoga sukses,5,mantaoksemoga sukses,Positif
"Ini gimana setiap buka aplikasi kok mesti langsung muncul video, kadang sudah di close tetep aja muncul suara video nya. Bikin lemot hp. Tolong ya di perbaiki lagi.",1,ini gimana setiap buka aplikasi kok mesti langsung muncul video kadang sudah di close tetep aja muncul suara video nya bikin lemot hp tolong ya di perbaiki lagi,Negatif
Mantap,5,mantap,Positif
"Sangat cocok sekali untuk belanja, segala kebutuhan 😁",5,sangat cocok sekali untuk belanja segala kebutuhan,Positif
"Sangat membantu kebutuhan secara online,",5,sangat membantu kebutuhan secara online,Positif
Shopee is the bast,5,shopee is the bast,Positif
Kebanyakan drama kurir nya,1,kebanyakan drama kurir nya,Negatif
"Ga ribet,cepat dan sangat mudah",5,ga ribetcepat dan sangat mudah,Positif
"suka bgt sih ,membantu bgt kalo butuh apa"" tinggal pesen,nyari nyari barang nggk susah"" tinggal klik klik aja ..pokoknya best bgt deh terimakasih shopee 🤗",5,suka bgt sih membantu bgt kalo butuh apa tinggal pesennyari nyari barang nggk susah tinggal klik klik aja pokoknya best bgt deh terimakasih shopee,Positif
